#From;To;Type;Through;Data;Comment
#
#
#
#
# The canals
#
#
#
#Sea-Tile-1;Sea-Tile-2;canal;control-province;Number;Name
#
#
#
3213;3223;canal;837;1;Inner Sea Canal 1
3214;3141;canal;919;2;Inner Sea Canal 2
3215;2898;canal;906;3;Inner Sea Canal 3
2821;2822;canal;2422;4;Southern Troida-Servile Canal
#
3008;3143;canal;364;5;Southern Herra Canal 1
2758;3145;canal;366;6;Southern Herra Canal 2
3145;3143;impassable;0;0;Shallow Sea Bed
3145;366;impassable;0;0;Cliff
3143;364;impassable;0;0;Cliff
#
3092;3147;canal;314;7;Northern Herra Canal 1
3211;3142;canal;326;8;Northern Herra Canal 2
3142;3147;impassable;0;0;Shallow Sea Bed
3142;326;impassable;0;0;Cliff
3147;314;impassable;0;0;Cliff
#
3091;3146;canal;1957;9;North Troida-Servile Canal 1
2757;3144;canal;1062;10;North Troida-Servile Canal 2
3146;3144;impassable;0;0;Shallow Sea Bed
3146;1957;impassable;0;0;Cliff
3144;1062;impassable;0;0;Cliff
#
3224;3177;canal;1004;11;North Varan Canal 1
3225;3176;canal;989;12;North Varan Canal 2
3177;3176;impassable;0;0;Shallow Sea Bed
3177;1004;impassable;0;0;Cliff
3176;989;impassable;0;0;Cliff
#
3222;3178;canal;1160;13;South Varan Canal 1
3221;3179;canal;984;14;South Varan Canal 2
3178;3179;impassable;0;0;Shallow Sea Bed
3178;1160;impassable;0;0;Cliff
3179;984;impassable;0;0;Cliff
#
3093;3181;canal;2615;15;Asphat Canal 1
3220;3180;canal;2393;16;Asphat Canal 2
3181;3180;impassable;0;0;Shallow Sea Bed
3181;2615;impassable;0;0;Cliff
3180;2393;impassable;0;0;Cliff
#
3077;3183;canal;2649;17;Sinray Canal 1
3094;3182;canal;2608;18;Sinray Canal 2
3183;3182;impassable;0;0;Shallow Sea Bed
3183;2649;impassable;0;0;Cliff
3182;2608;impassable;0;0;Cliff
#
3118;3185;canal;2562;19;Mamaxian Canal 1
3076;3184;canal;2473;20;Mamaxian Canal 2
3185;3184;impassable;0;0;Shallow Sea Bed
3185;2562;impassable;0;0;Cliff
3184;2473;impassable;0;0;Cliff
#
#
#
#
# Straits
#
326;314;sea;3211;0;Strait of Herra North
364;366;sea;2758;0;Strait of Herra South
373;430;sea;3072;0;Strait of the Gulf
#
558;561;sea;3028;0;Strait of Trocaria
#
836;838;sea;3213;0;Strait of the Near Sea
832;839;sea;3223;0;Strait of the Inner Sea
#
918;917;sea;3141;0;Strait of the Outer Sea South
732;910;sea;3215;0;Strait of the Outer Sea North
#
#Removing Canals causes crashes at loading History
#Going to search the history files at the original starting canal countries/provinces
#
# Closed Meme-River-Sea connections
#
3150;3261;impassable;0;0;Shallow River Bed
3169;3288;impassable;0;0;Shallow River Bed
3266;3218;impassable;0;0;Shallow River Bed
3131;3265;impassable;0;0;Shallow River Bed
3128;3264;impassable;0;0;Shallow River Bed
3067;3263;impassable;0;0;Shallow River Bed
2729;3293;impassable;0;0;Shallow River Bed
3158;3262;impassable;0;0;Shallow River Bed
2795;3296;impassable;0;0;Shallow River Bed
2795;3294;impassable;0;0;Shallow River Bed
3033;3292;impassable;0;0;Shallow River Bed
3213;3292;impassable;0;0;Shallow River Bed
2815;3291;impassable;0;0;Shallow River Bed
2821;3290;impassable;0;0;Shallow River Bed
2709;3284;impassable;0;0;Shallow River Bed
2709;3286;impassable;0;0;Shallow River Bed
3111;3283;impassable;0;0;Shallow River Bed
3110;3248;impassable;0;0;Shallow River Bed
3127;3248;impassable;0;0;Shallow River Bed
3127;3247;impassable;0;0;Shallow River Bed
#
# Meme-River 1
#
1810;1811;sea;0;0;Meme-River 1
1807;1811;sea;0;0;Meme-River 1
1807;1839;sea;0;0;Meme-River 1
1807;1845;sea;0;0;Meme-River 1
1804;1845;sea;0;0;Meme-River 1
1803;1845;sea;0;0;Meme-River 1
1803;1841;sea;0;0;Meme-River 1
1803;1847;sea;0;0;Meme-River 1
1802;1847;sea;0;0;Meme-River 1
1800;1847;sea;0;0;Meme-River 1
1796;1847;sea;0;0;Meme-River 1
1796;1846;sea;0;0;Meme-River 1
1797;1846;sea;0;0;Meme-River 1
1797;1852;sea;0;0;Meme-River 1
1782;1855;sea;0;0;Meme-River 1
1782;1769;sea;0;0;Meme-River 1
1783;1769;sea;0;0;Meme-River 1
1783;1768;sea;0;0;Meme-River 1
1784;1768;sea;0;0;Meme-River 1
1771;1768;sea;0;0;Meme-River 1
1772;1768;sea;0;0;Meme-River 1
1772;1766;sea;0;0;Meme-River 1
1750;1766;sea;0;0;Meme-River 1
1750;1770;sea;0;0;Meme-River 1
1750;1756;sea;0;0;Meme-River 1
1747;1756;sea;0;0;Meme-River 1
1747;1758;sea;0;0;Meme-River 1
1746;1758;sea;0;0;Meme-River 1
1746;1751;sea;0;0;Meme-River 1
1746;1755;sea;0;0;Meme-River 1
1736;1755;sea;0;0;Meme-River 1
1700;1755;sea;0;0;Meme-River 1
1700;1754;sea;0;0;Meme-River 1
1696;1754;sea;0;0;Meme-River 1
#
# Meme-River 2
#
2345;2302;sea;0;0;Meme-River 2
2341;2302;sea;0;0;Meme-River 2
2341;2305;sea;0;0;Meme-River 2
2341;2487;sea;0;0;Meme-River 2
2341;2489;sea;0;0;Meme-River 2
2344;2489;sea;0;0;Meme-River 2
2350;2489;sea;0;0;Meme-River 2
2350;2307;sea;0;0;Meme-River 2
2347;2307;sea;0;0;Meme-River 2
2347;2327;sea;0;0;Meme-River 2
2347;2326;sea;0;0;Meme-River 2
2355;2326;sea;0;0;Meme-River 2
2351;2326;sea;0;0;Meme-River 2
2351;2333;sea;0;0;Meme-River 2
2354;2333;sea;0;0;Meme-River 2
2354;2335;sea;0;0;Meme-River 2
2354;2337;sea;0;0;Meme-River 2
2379;2337;sea;0;0;Meme-River 2
2378;2337;sea;0;0;Meme-River 2
2378;2340;sea;0;0;Meme-River 2
2371;2340;sea;0;0;Meme-River 2
2372;2340;sea;0;0;Meme-River 2
2372;2339;sea;0;0;Meme-River 2
2367;2339;sea;0;0;Meme-River 2
2552;2339;sea;0;0;Meme-River 2
2552;2338;sea;0;0;Meme-River 2
2551;2338;sea;0;0;Meme-River 2
#
# Meme-River 3
#
2542;2524;sea;0;0;Meme-River 3
2543;2524;sea;0;0;Meme-River 3
2543;2521;sea;0;0;Meme-River 3
2543;1545;sea;0;0;Meme-River 3
2543;2514;sea;0;0;Meme-River 3
2544;2514;sea;0;0;Meme-River 3
2544;2512;sea;0;0;Meme-River 3
2544;2537;sea;0;0;Meme-River 3
2492;2537;sea;0;0;Meme-River 3
2494;2537;sea;0;0;Meme-River 3
2495;2537;sea;0;0;Meme-River 3
2495;2536;sea;0;0;Meme-River 3
2495;2593;sea;0;0;Meme-River 3
2495;2595;sea;0;0;Meme-River 3
1590;2595;sea;0;0;Meme-River 3
1588;2594;sea;0;0;Meme-River 3
2509;2594;sea;0;0;Meme-River 3
2509;2591;sea;0;0;Meme-River 3
2509;2592;sea;0;0;Meme-River 3
2590;2592;sea;0;0;Meme-River 3
2590;2585;sea;0;0;Meme-River 3
#
# Meme-River 4
#
2437;2654;sea;0;0;Meme-River 4
2440;2654;sea;0;0;Meme-River 4
2440;2651;sea;0;0;Meme-River 4
2439;2651;sea;0;0;Meme-River 4
2439;1542;sea;0;0;Meme-River 4
2439;2513;sea;0;0;Meme-River 4
2439;2515;sea;0;0;Meme-River 4
2438;2515;sea;0;0;Meme-River 4
2438;2540;sea;0;0;Meme-River 4
2476;2540;sea;0;0;Meme-River 4
2476;2538;sea;0;0;Meme-River 4
2476;2638;sea;0;0;Meme-River 4
2480;2638;sea;0;0;Meme-River 4
2480;2640;sea;0;0;Meme-River 4
2580;2640;sea;0;0;Meme-River 4
2580;2639;sea;0;0;Meme-River 4
#
# Meme-River 5
#
675;668;sea;0;0;Meme-River 5
675;758;sea;0;0;Meme-River 5
675;758;sea;0;0;Meme-River 5
675;752;sea;0;0;Meme-River 5
674;752;sea;0;0;Meme-River 5
747;752;sea;0;0;Meme-River 5
747;751;sea;0;0;Meme-River 5
747;755;sea;0;0;Meme-River 5
748;755;sea;0;0;Meme-River 5
748;620;sea;0;0;Meme-River 5
748;681;sea;0;0;Meme-River 5
722;681;sea;0;0;Meme-River 5
#
# Meme-River 6
#
382;384;sea;0;0;Meme-River 6
381;384;sea;0;0;Meme-River 6
381;383;sea;0;0;Meme-River 6
380;383;sea;0;0;Meme-River 6
378;383;sea;0;0;Meme-River 6
378;401;sea;0;0;Meme-River 6
403;401;sea;0;0;Meme-River 6
404;401;sea;0;0;Meme-River 6
404;402;sea;0;0;Meme-River 6
407;402;sea;0;0;Meme-River 6
407;399;sea;0;0;Meme-River 6
407;406;sea;0;0;Meme-River 6
407;408;sea;0;0;Meme-River 6
409;408;sea;0;0;Meme-River 6
409;410;sea;0;0;Meme-River 6
416;410;sea;0;0;Meme-River 6
416;231;sea;0;0;Meme-River 6
418;231;sea;0;0;Meme-River 6
232;231;sea;0;0;Meme-River 6
235;231;sea;0;0;Meme-River 6
235;233;sea;0;0;Meme-River 6
235;234;sea;0;0;Meme-River 6
228;234;sea;0;0;Meme-River 6
230;234;sea;0;0;Meme-River 6
211;234;sea;0;0;Meme-River 6
211;205;sea;0;0;Meme-River 6
212;205;sea;0;0;Meme-River 6
212;204;sea;0;0;Meme-River 6
212;201;sea;0;0;Meme-River 6
213;204;sea;0;0;Meme-River 6
213;201;sea;0;0;Meme-River 6
213;185;sea;0;0;Meme-River 6
180;185;sea;0;0;Meme-River 6
180;183;sea;0;0;Meme-River 6
180;181;sea;0;0;Meme-River 6
#
# Meme-River 7
#
105;126;sea;0;0;Meme-River 7
119;126;sea;0;0;Meme-River 7
119;127;sea;0;0;Meme-River 7
119;120;sea;0;0;Meme-River 7
118;120;sea;0;0;Meme-River 7
116;120;sea;0;0;Meme-River 7
116;117;sea;0;0;Meme-River 7
162;117;sea;0;0;Meme-River 7
162;161;sea;0;0;Meme-River 7
162;165;sea;0;0;Meme-River 7
164;165;sea;0;0;Meme-River 7
168;165;sea;0;0;Meme-River 7
169;165;sea;0;0;Meme-River 7
169;145;sea;0;0;Meme-River 7
169;150;sea;0;0;Meme-River 7
170;150;sea;0;0;Meme-River 7
170;149;sea;0;0;Meme-River 7
170;187;sea;0;0;Meme-River 7
196;187;sea;0;0;Meme-River 7
196;189;sea;0;0;Meme-River 7
199;189;sea;0;0;Meme-River 7
195;189;sea;0;0;Meme-River 7
195;190;sea;0;0;Meme-River 7
192;190;sea;0;0;Meme-River 7
408;190;sea;0;0;Meme-River 7
406;190;sea;0;0;Meme-River 7
406;188;sea;0;0;Meme-River 7
400;188;sea;0;0;Meme-River 7
400;398;sea;0;0;Meme-River 7
#
# Meme-River 8
#
15;21;sea;0;0;Meme-River 8
24;21;sea;0;0;Meme-River 8
22;21;sea;0;0;Meme-River 8
22;23;sea;0;0;Meme-River 8
115;25;sea;0;0;Meme-River 8
112;25;sea;0;0;Meme-River 8
112;27;sea;0;0;Meme-River 8
112;34;sea;0;0;Meme-River 8
112;33;sea;0;0;Meme-River 8
114;33;sea;0;0;Meme-River 8
163;33;sea;0;0;Meme-River 8
171;33;sea;0;0;Meme-River 8
171;172;sea;0;0;Meme-River 8
171;173;sea;0;0;Meme-River 8
153;173;sea;0;0;Meme-River 8
155;173;sea;0;0;Meme-River 8
152;173;sea;0;0;Meme-River 8
177;173;sea;0;0;Meme-River 8
69;173;sea;0;0;Meme-River 8
#
# Meme-River 9
#
41;30;sea;0;0;Meme-River 9
42;30;sea;0;0;Meme-River 9
40;30;sea;0;0;Meme-River 9
39;30;sea;0;0;Meme-River 9
39;29;sea;0;0;Meme-River 9
39;38;sea;0;0;Meme-River 9
80;38;sea;0;0;Meme-River 9
77;38;sea;0;0;Meme-River 9
77;37;sea;0;0;Meme-River 9
76;37;sea;0;0;Meme-River 9
76;62;sea;0;0;Meme-River 9
76;75;sea;0;0;Meme-River 9
76;74;sea;0;0;Meme-River 9
76;73;sea;0;0;Meme-River 9
79;73;sea;0;0;Meme-River 9
83;73;sea;0;0;Meme-River 9
37;62;sea;0;0;Meme-River 9
36;62;sea;0;0;Meme-River 9
#
# Meme-River 9
#
298;259;sea;0;0;Meme-River 10
298;264;sea;0;0;Meme-River 10
297;264;sea;0;0;Meme-River 10
297;265;sea;0;0;Meme-River 10
297;289;sea;0;0;Meme-River 10
297;287;sea;0;0;Meme-River 10
300;287;sea;0;0;Meme-River 10
299;287;sea;0;0;Meme-River 10
505;287;sea;0;0;Meme-River 10
505;290;sea;0;0;Meme-River 10
505;495;sea;0;0;Meme-River 10
501;495;sea;0;0;Meme-River 10
501;491;sea;0;0;Meme-River 10
502;491;sea;0;0;Meme-River 10
489;491;sea;0;0;Meme-River 10
489;485;sea;0;0;Meme-River 10
489;483;sea;0;0;Meme-River 10
490;483;sea;0;0;Meme-River 10
490;626;sea;0;0;Meme-River 10
490;424;sea;0;0;Meme-River 10
487;424;sea;0;0;Meme-River 10
487;421;sea;0;0;Meme-River 10
612;421;sea;0;0;Meme-River 10
615;421;sea;0;0;Meme-River 10
614;421;sea;0;0;Meme-River 10
614;425;sea;0;0;Meme-River 10
614;278;sea;0;0;Meme-River 10
614;783;sea;0;0;Meme-River 10
607;783;sea;0;0;Meme-River 10
607;785;sea;0;0;Meme-River 10
608;785;sea;0;0;Meme-River 10
610;785;sea;0;0;Meme-River 10
610;782;sea;0;0;Meme-River 10
610;779;sea;0;0;Meme-River 10
#
# Meme-River 11
#
1955;1947;sea;0;0;Meme-River 11
1953;1947;sea;0;0;Meme-River 11
1986;1947;sea;0;0;Meme-River 11
1986;1950;sea;0;0;Meme-River 11
1987;1950;sea;0;0;Meme-River 11
1987;1946;sea;0;0;Meme-River 11
1987;1948;sea;0;0;Meme-River 11
1992;1948;sea;0;0;Meme-River 11
